chr	start	end	intensity	experiment
chr1	157557500	157632500	-9	minusE2
chr1	154072500	154142500	-9	minusE2
chr1	152297500	152352500	-9	minusE2
chr1	142077500	142142500	-9	minusE2
chr1	141817500	141887500	-9	minusE2
chr1	141717500	141772500	-9	minusE2
chr1	140587500	140652500	-9	minusE2
chr1	139797500	139857500	-9	minusE2
chr1	138857500	138962500	-9	minusE2
chr1	138612500	138652500	-9	minusE2
chr1	137462500	137892500	-9	minusE2
chr1	136777500	136952500	-9	minusE2
chr1	132367500	132592500	-9	minusE2
chr1	130712500	131052500	-9	minusE2
chr1	129587500	129692500	-9	minusE2
chr1	127827500	127912500	-9	minusE2
chr1	127777500	127867500	-9	minusE2
chr1	126127500	126222500	-9	minusE2
chr1	125607500	126992500	-9	minusE2
chr1	109107500	109157500	-9	minusE2
chr1	120672500	120777500	-9	minusE2
chr1	121812500	121872500	-9	minusE2
chr1	125482500	125557500	-9	minusE2
chr1	122112500	122187500	-9	minusE2
chr1	121382500	121437500	-9	minusE2
chr1	111737500	111787500	-9	minusE2
chr1	104177500	104247500	-9	minusE2
chr1	102207500	102282500	-9	minusE2
chr1	98162500	98227500	-9	minusE2
chr1	97632500	97692500	-9	minusE2
chr1	96397500	96462500	-9	minusE2
chr1	92647500	92897500	-9	minusE2
chr1	91577500	91962500	-9	minusE2
chr1	87787500	87982500	-9	minusE2
chr1	84147500	84287500	-9	minusE2
chr1	83752500	84112500	-9	minusE2
chr1	81517500	82287500	-9	minusE2
chr1	80952500	81067500	-9	minusE2
chr1	78977500	79057500	-9	minusE2
chr1	69252500	69677500	-9	minusE2
chr1	67157500	67217500	-9	minusE2
chr1	64337500	64442500	-9	minusE2
chr1	59917500	60037500	-9	minusE2
chr1	58772500	58992500	-9	minusE2
chr1	51062500	51127500	-9	minusE2
chr1	45022500	45087500	-9	minusE2
chr1	42602500	42667500	-9	minusE2
chr1	39777500	39842500	-9	minusE2
chr1	39687500	39977500	-9	minusE2
chr1	37272500	37632500	-9	minusE2
chr1	37142500	37217500	-9	minusE2
chr1	31937500	32012500	-9	minusE2
chr1	25707500	25792500	-9	minusE2
chr1	23827500	24032500	-9	minusE2
chr1	21427500	21962500	-9	minusE2
chr1	15387500	15452500	-9	minusE2
chr1	12477500	12532500	-9	minusE2
chr1	189032500	189252500	-8	minusE2
chr1	164962500	165127500	-8	minusE2
chr1	176007500	176112500	-8	minusE2
chr1	179042500	179147500	-8	minusE2
chr1	176582500	176647500	-8	minusE2
chr1	168572500	168662500	-8	minusE2
chr1	143552500	143642500	-8	minusE2
chr1	133327500	133617500	-8	minusE2
chr1	98037500	98352500	-8	minusE2
chr1	97982500	98347500	-8	minusE2
chr1	83227500	83312500	-8	minusE2
chr1	82737500	82847500	-8	minusE2
chr1	63457500	63657500	-8	minusE2
chr1	63282500	63652500	-8	minusE2
chr1	59247500	59472500	-8	minusE2
chr1	55197500	55277500	-8	minusE2
chr1	52257500	52342500	-8	minusE2
chr1	51647500	51932500	-8	minusE2
chr1	40397500	40532500	-8	minusE2
chr1	40377500	40547500	-8	minusE2
chr1	23912500	24172500	-8	minusE2
chr1	18397500	18597500	-8	minusE2
chr1	14747500	14857500	-8	minusE2
chr1	10037500	10137500	-8	minusE2
chr1	6677500	6767500	-8	minusE2
chr1	167007500	167212500	-7	minusE2
chr1	152092500	152362500	-7	minusE2
chr1	147837500	147922500	-7	minusE2
chr1	141017500	141112500	-7	minusE2
chr1	96222500	96317500	-7	minusE2
chr1	76722500	76807500	-7	minusE2
chr1	31557500	31627500	-7	minusE2
chr1	24057500	24252500	-7	minusE2
chr1	21977500	22262500	-7	minusE2
chr1	12997500	13137500	-7	minusE2
chr1	159527500	160087500	-6	minusE2
chr1	7737500	7822500	-7	minusE2
chr1	30832500	30932500	-8	minusE2
chr1	35257500	35357500	-8	minusE2
chr1	32762500	32857500	-8	minusE2
chr1	71777500	71857500	-8	minusE2
chr1	77592500	77687500	-8	minusE2
chr1	76972500	77072500	-8	minusE2
chr1	97812500	97917500	-8	minusE2
chr1	86117500	86207500	-8	minusE2
chr1	109682500	109742500	-8	minusE2
chr1	130772500	130847500	-8	minusE2
chr1	124362500	124462500	-8	minusE2
chr1	103677500	103747500	-8	minusE2
chr1	83477500	83552500	-9	minusE2
chr1	91597500	91697500	-9	minusE2
chr1	13442500	13542500	-10	minusE2
chr1	18837500	18917500	-10	minusE2
chr1	16442500	16527500	-10	minusE2
chr1	13172500	13247500	-10	minusE2
chr1	59447500	59517500	-10	minusE2
chr1	73987500	74082500	-10	minusE2
chr1	79482500	79582500	-10	minusE2
chr1	82157500	82237500	-10	minusE2
chr1	92182500	92272500	-10	minusE2
chr1	97932500	98017500	-10	minusE2
chr1	114842500	114892500	-10	minusE2
chr1	120777500	120867500	-10	minusE2
chr1	129542500	129612500	-10	minusE2
chr1	126177500	126262500	-10	minusE2
chr1	117717500	117762500	-10	minusE2
chr1	105812500	105902500	-10	minusE2
chr1	93367500	93432500	-10	minusE2
chr1	150577500	150642500	-10	minusE2
chr1	192872500	192927500	-10	minusE2
chr1	181602500	181687500	-10	minusE2
chr1	17457500	17512500	-11	minusE2
chr1	57642500	57707500	-11	minusE2
chr1	63852500	63912500	-11	minusE2
chr1	59892500	59967500	-11	minusE2
chr1	56197500	56262500	-11	minusE2
chr1	91022500	91117500	-11	minusE2
chr1	90097500	90187500	-11	minusE2
chr1	110657500	110717500	-11	minusE2
chr1	136657500	136717500	-11	minusE2
chr1	138902500	138942500	-11	minusE2
chr1	151397500	151447500	-11	minusE2
chr1	152612500	152677500	-11	minusE2
chr1	162477500	162547500	-11	minusE2
chr1	184302500	184382500	-11	minusE2
chr1	27677500	27717500	-12	minusE2
chr1	32902500	32952500	-12	minusE2
chr1	85482500	85552500	-12	minusE2
chr1	83567500	83632500	-12	minusE2
chr1	189212500	189272500	-12	minusE2
chr1	53157500	53247500	-13	minusE2
chr1	75397500	75467500	-13	minusE2
chr1	152167500	152212500	-13	minusE2
chr1	37737500	37782500	-14	minusE2
chr1	42967500	43042500	-14	minusE2
chr1	75752500	75812500	-14	minusE2
chr1	134362500	134452500	-14	minusE2
chr1	167592500	167627500	-14	minusE2
chr1	160807500	160847500	-14	minusE2
chr1	63322500	63362500	-15	minusE2
chr1	74962500	75017500	-15	minusE2
chr1	74527500	74567500	-15	minusE2
chr1	119572500	119612500	-15	minusE2
chr1	131112500	131152500	-15	minusE2
chr1	161922500	161957500	-15	minusE2
chr1	36887500	36932500	-16	minusE2
chr1	58487500	58552500	-16	minusE2
chr1	72477500	72532500	-16	minusE2
chr1	82802500	82837500	-16	minusE2
chr1	81107500	81147500	-16	minusE2
chr1	71682500	71732500	-16	minusE2
chr1	127222500	127272500	-16	minusE2
chr1	155602500	155657500	-16	minusE2
chr1	163827500	163897500	-16	minusE2
chr1	74337500	74377500	-17	minusE2
chr1	80862500	80902500	-17	minusE2
chr1	80277500	80337500	-17	minusE2
chr1	127697500	127737500	-17	minusE2
chr1	127607500	127667500	-17	minusE2
chr1	189892500	189932500	-17	minusE2
chr1	86237500	86277500	-18	minusE2
chr1	86447500	86487500	-18	minusE2
chr1	136357500	136392500	-18	minusE2
chr1	152832500	152867500	-18	minusE2
chr1	52187500	52222500	-19	minusE2
chr1	86097500	86132500	-19	minusE2
chr1	128167500	128202500	-19	minusE2
chr1	75257500	75292500	-20	minusE2
chr1	118397500	118432500	-20	minusE2
chr1	132817500	132872500	-20	minusE2
chr1	132757500	132982500	-20	minusE2
chr1	134122500	134332500	-20	minusE2
chr1	164322500	165132500	-20	minusE2
chr1	156912500	157077500	-20	minusE2
chr1	176717500	176857500	-20	minusE2
chr1	173342500	173377500	-20	minusE2
chr1	172047500	172082500	-20	minusE2
chr1	171117500	171212500	-20	minusE2
chr1	192192500	192597500	-20	minusE2
chr1	190832500	190877500	-20	minusE2
chr1	44232500	44742500	-21	minusE2
chr1	6407500	6857500	-21	minusE2
chr1	64122500	64192500	-21	minusE2
chr1	60247500	60282500	-21	minusE2
chr1	133382500	133602500	-21	minusE2
chr1	132157500	132237500	-21	minusE2
chr1	134522500	134557500	-21	minusE2
chr1	134362500	134417500	-21	minusE2
chr1	143807500	144007500	-21	minusE2
chr1	135172500	135367500	-21	minusE2
chr1	155312500	155412500	-21	minusE2
chr1	153652500	153742500	-21	minusE2
chr1	180902500	180977500	-21	minusE2
chr1	180812500	180847500	-21	minusE2
chr1	155867500	155912500	-21	minusE2
chr1	39392500	39522500	-22	minusE2
chr1	181887500	182117500	-21	minusE2
chr1	86672500	87042500	-22	minusE2
chr1	86617500	87187500	-22	minusE2
chr1	120592500	121177500	-22	minusE2
chr1	89237500	89522500	-22	minusE2
chr1	151487500	151707500	-22	minusE2
chr1	150407500	150442500	-22	minusE2
chr1	135547500	135672500	-22	minusE2
chr1	166162500	166317500	-22	minusE2
chr1	156742500	157077500	-22	minusE2
chr1	173457500	174467500	-22	minusE2
chr1	167222500	167337500	-22	minusE2
chr1	180437500	180482500	-22	minusE2
chr1	185377500	185417500	-22	minusE2
chr1	21412500	22267500	-23	minusE2
chr1	194837500	194962500	-22	minusE2
chr1	83182500	83717500	-23	minusE2
chr1	43142500	43267500	-23	minusE2
chr1	86647500	87042500	-23	minusE2
chr1	86372500	86432500	-23	minusE2
chr1	92702500	92832500	-23	minusE2
chr1	92647500	92832500	-23	minusE2
chr1	161822500	161857500	-23	minusE2
chr1	134057500	134107500	-23	minusE2
chr1	169672500	169922500	-23	minusE2
chr1	169532500	169922500	-23	minusE2
chr1	189027500	189677500	-23	minusE2
chr1	170902500	170992500	-23	minusE2
chr1	34122500	34162500	-24	minusE2
chr1	191837500	191962500	-23	minusE2
chr1	57422500	58272500	-24	minusE2
chr1	38037500	38097500	-24	minusE2
chr1	78217500	78452500	-24	minusE2
chr1	72717500	72857500	-24	minusE2
chr1	88752500	89197500	-24	minusE2
chr1	86442500	86532500	-24	minusE2
chr1	128372500	128822500	-24	minusE2
chr1	107242500	107482500	-24	minusE2
chr1	134987500	135107500	-24	minusE2
chr1	133912500	134047500	-24	minusE2
chr1	156742500	156907500	-24	minusE2
chr1	162677500	162717500	-24	minusE2
chr1	59247500	59622500	-25	minusE2
chr1	75477500	75597500	-25	minusE2
chr1	111862500	112377500	-29	minusE2
chr1	88422500	88707500	-29	minusE2
chr1	63182500	63252500	-29	minusE2
chr1	194877500	194952500	-28	minusE2
chr1	172162500	172312500	-28	minusE2
chr1	165777500	166152500	-28	minusE2
chr1	133042500	133087500	-28	minusE2
chr1	104987500	105632500	-28	minusE2
chr1	83222500	83717500	-28	minusE2
chr1	42917500	43042500	-28	minusE2
chr1	182487500	182537500	-27	minusE2
chr1	172412500	172492500	-27	minusE2
chr1	155022500	155282500	-27	minusE2
chr1	88422500	88742500	-27	minusE2
chr1	88357500	88742500	-27	minusE2
chr1	54667500	54977500	-27	minusE2
chr1	53057500	53272500	-27	minusE2
chr1	189887500	189972500	-26	minusE2
chr1	165667500	165737500	-26	minusE2
chr1	158712500	159132500	-26	minusE2
chr1	134152500	134332500	-26	minusE2
chr1	90652500	90842500	-26	minusE2
chr1	73902500	73987500	-26	minusE2
chr1	45817500	46022500	-26	minusE2
chr1	191837500	192092500	-25	minusE2
chr1	189027500	189627500	-25	minusE2
chr1	172327500	172367500	-25	minusE2
chr1	166162500	166362500	-25	minusE2
chr1	134152500	134237500	-25	minusE2
chr1	133182500	133307500	-25	minusE2
chr1	130877500	131052500	-25	minusE2
chr1	85592500	85627500	-26	minusE2
chr1	135717500	135752500	-26	minusE2
chr1	167412500	167642500	-30	minusE2
chr1	36547500	36682500	-30	minusE2
chr1	39002500	39342500	-33	minusE2
chr1	132312500	132352500	-32	minusE2
chr1	86217500	86337500	-32	minusE2
chr1	85162500	85617500	-34	minusE2
chr1	85082500	85172500	-33	minusE2
chr1	162002500	162312500	-34	minusE2
chr1	131182500	131262500	-34	minusE2
chr1	153897500	154182500	-35	minusE2
chr1	135867500	135942500	-35	minusE2
chr1	85252500	85492500	-36	minusE2
chr1	155292500	155537500	-35	minusE2
chr1	154282500	154727500	-36	minusE2
chr1	191392500	191562500	-37	minusE2
chr1	85162500	85492500	-37	minusE2
chr1	153557500	153747500	-44	minusE2
chr1	152527500	152747500	-44	minusE2
chr1	85497500	85627500	-43	minusE2
chr1	170292500	170612500	-40	minusE2
chr1	162582500	162667500	-40	minusE2
chr1	111662500	112377500	-40	minusE2
chr1	75342500	75467500	-39	minusE2
chr1	85852500	86007500	-50	minusE2
chr1	154787500	155007500	-55	minusE2
chr1	132527500	132592500	-55	minusE2
chr1	133737500	133897500	-57	minusE2
chr1	85277500	85592500	-317	minusE2
chr1	85087500	85622500	-219	minusE2
chr1	85107500	85602500	-101	minusE2
chr1	85247500	85282500	-72	minusE2
chr1	85167500	85252500	-69	minusE2
chrX	133947500	134017500	-13	minusE2
chrX	142202500	142312500	-15	minusE2
chrX	142232500	142312500	-16	minusE2
chrX	136052500	136102500	-18	minusE2
chrX	72827500	72897500	-13	minusE2
chrX	13777500	13827500	-13	minusE2
chrX	12982500	13017500	-13	minusE2
chrX	6262500	6472500	-13	minusE2
chrX	166172500	166352500	-12	minusE2
chrX	103262500	103372500	-12	minusE2
chrX	101132500	101287500	-12	minusE2
chrX	74097500	74162500	-12	minusE2
chrX	70377500	70577500	-12	minusE2
chrX	53007500	53257500	-12	minusE2
chrX	35887500	35992500	-12	minusE2
chrX	23232500	23282500	-12	minusE2
chrX	16772500	16812500	-12	minusE2
chrX	7912500	8017500	-12	minusE2
chrX	167772500	167817500	-11	minusE2
chrX	159972500	160112500	-11	minusE2
chrX	142372500	142542500	-11	minusE2
chrX	140497500	140547500	-11	minusE2
chrX	139747500	139832500	-11	minusE2
chrX	135802500	135937500	-11	minusE2
chrX	74247500	74417500	-11	minusE2
chrX	101702500	101752500	-11	minusE2
chrX	73457500	73497500	-11	minusE2
chrX	52452500	52712500	-11	minusE2
chrX	164182500	164402500	-10	minusE2
chrX	48207500	48252500	-11	minusE2
chrX	162067500	162137500	-10	minusE2
chrX	158972500	159262500	-10	minusE2
chrX	134737500	134912500	-10	minusE2
chrX	134137500	134317500	-10	minusE2
chrX	106022500	106172500	-10	minusE2
chrX	102242500	102477500	-10	minusE2
chrX	93807500	93892500	-10	minusE2
chrX	75812500	76202500	-10	minusE2
chrX	75037500	75077500	-10	minusE2
chrX	50957500	51007500	-10	minusE2
chrX	47987500	48532500	-10	minusE2
chrX	38262500	38432500	-10	minusE2
chrX	36227500	36392500	-10	minusE2
chrX	19427500	19487500	-10	minusE2
chrX	13722500	13812500	-10	minusE2
chrX	13377500	13427500	-10	minusE2
chrX	8832500	8947500	-10	minusE2
chrX	8207500	8247500	-10	minusE2
chrX	168862500	168907500	-9	minusE2
chrX	164182500	164447500	-9	minusE2
chrX	162952500	163912500	-9	minusE2
chrX	161982500	162032500	-9	minusE2
chrX	151947500	152152500	-9	minusE2
chrX	150837500	150952500	-9	minusE2
chrX	142602500	142657500	-9	minusE2
chrX	140817500	140857500	-9	minusE2
chrX	138557500	138602500	-9	minusE2
chrX	137487500	137542500	-9	minusE2
chrX	136627500	136737500	-9	minusE2
chrX	112017500	112062500	-9	minusE2
chrX	106022500	106097500	-9	minusE2
chrX	103532500	103567500	-9	minusE2
chrX	99522500	99572500	-9	minusE2
chrX	98037500	98127500	-9	minusE2
chrX	94547500	94627500	-9	minusE2
chrX	85387500	85452500	-9	minusE2
chrX	73967500	74027500	-9	minusE2
chrX	71562500	71597500	-9	minusE2
chrX	50677500	51372500	-9	minusE2
chrX	48282500	48352500	-9	minusE2
chrX	38572500	38627500	-9	minusE2
chrX	36912500	37017500	-9	minusE2
chrX	36687500	36752500	-9	minusE2
chrX	36537500	36602500	-9	minusE2
chrX	36017500	36072500	-9	minusE2
chrX	18182500	18242500	-9	minusE2
chrX	164812500	164912500	-8	minusE2
chrX	166467500	166517500	-8	minusE2
chrX	17317500	17357500	-9	minusE2
chrX	164082500	164182500	-8	minusE2
chrX	141487500	141527500	-8	minusE2
chrX	132737500	132777500	-8	minusE2
chrX	101337500	101412500	-8	minusE2
chrX	20162500	20332500	-8	minusE2
chrX	12862500	13072500	-8	minusE2
chrX	12697500	13097500	-8	minusE2
chrX	10362500	10437500	-8	minusE2
chrX	6072500	6157500	-8	minusE2
chrX	152707500	152812500	-7	minusE2
chrX	106642500	106702500	-7	minusE2
chrX	101812500	101942500	-7	minusE2
chrX	97197500	97277500	-7	minusE2
chrX	21717500	21782500	-7	minusE2
chrX	51787500	51852500	-8	minusE2
chrX	94287500	94352500	-8	minusE2
chrX	52482500	52542500	-9	minusE2
chrX	60707500	60747500	-9	minusE2
chrX	48057500	48122500	-10	minusE2
chrX	138857500	138907500	-10	minusE2
chrX	159112500	159147500	-11	minusE2
chrX	152617500	152672500	-11	minusE2
chrX	135807500	135972500	-13	minusE2
chrX	161397500	161827500	-13	minusE2
chrX	136247500	136302500	-13	minusE2
chrX	76832500	76947500	-14	minusE2
chrX	35832500	35997500	-14	minusE2
chrX	99807500	100482500	-14	minusE2
chrX	99482500	99522500	-14	minusE2
chrX	107817500	108537500	-14	minusE2
chrX	101952500	102067500	-14	minusE2
chrX	168662500	168932500	-14	minusE2
chrX	143097500	143442500	-14	minusE2
chrX	56422500	56487500	-15	minusE2
chrX	12092500	12127500	-15	minusE2
chrX	71422500	71602500	-15	minusE2
chrX	57922500	58032500	-15	minusE2
chrX	136762500	136812500	-16	minusE2
chrX	103487500	103622500	-16	minusE2
chrX	168937500	169297500	-15	minusE2
chrX	151867500	151917500	-15	minusE2
chrX	143462500	143667500	-15	minusE2
chrX	142822500	143057500	-15	minusE2
chrX	142552500	142807500	-15	minusE2
chrX	13107500	13142500	-16	minusE2
chrX	77437500	77507500	-17	minusE2
chrX	166167500	166652500	-20	minusE2
chrX	13232500	13282500	-20	minusE2
chrX	159627500	159962500	-19	minusE2
chrX	73572500	73652500	-19	minusE2
chrX	98702500	98922500	-18	minusE2
chrX	101132500	101332500	-17	minusE2
chrX	77505000	77635000	-19	minusE2
chrX	71655000	72895000	-22	minusE2
chrX	159625000	160115000	-24	minusE2
chrX	162055000	162115000	-26	minusE2
chrX	166665000	167205000	-29	minusE2
chrX	134835000	134905000	-19	minusE2
chrX	104415000	104485000	-19	minusE2
chrX	103625000	103935000	-19	minusE2
chrX	103195000	103375000	-19	minusE2
chrX	96015000	96145000	-19	minusE2
chrX	85675000	85915000	-19	minusE2
chrX	73715000	73785000	-19	minusE2
chrX	56655000	56835000	-19	minusE2
chrX	36815000	36895000	-19	minusE2
chrX	36225000	36355000	-19	minusE2
chrX	10235000	10485000	-19	minusE2
chrX	7445000	7545000	-19	minusE2
chrX	7325000	7415000	-19	minusE2
chrX	161985000	162155000	-18	minusE2
chrX	157495000	157595000	-18	minusE2
chrX	151895000	152045000	-18	minusE2
chrX	143735000	143995000	-18	minusE2
chrX	139415000	139825000	-18	minusE2
chrX	136045000	136325000	-18	minusE2
chrX	135565000	135755000	-18	minusE2
chrX	71645000	72825000	-18	minusE2
chrX	60505000	61045000	-18	minusE2
chrX	162655000	162745000	-17	minusE2
chrX	162515000	162805000	-17	minusE2
chrX	157955000	158925000	-17	minusE2
chrX	144085000	144305000	-17	minusE2
chrX	142555000	142675000	-17	minusE2
chrX	142325000	142545000	-17	minusE2
chrX	139995000	140255000	-17	minusE2
chrX	135585000	135745000	-17	minusE2
chrX	96495000	96875000	-17	minusE2
chrX	93655000	93745000	-17	minusE2
chrX	60255000	60335000	-17	minusE2
chrX	56955000	57035000	-17	minusE2
chrX	56655000	56735000	-17	minusE2
chrX	49385000	50505000	-17	minusE2
chrX	48905000	49305000	-17	minusE2
chrX	48025000	48255000	-17	minusE2
chrX	167295000	168935000	-16	minusE2
chrX	166255000	166345000	-16	minusE2
chrX	158045000	158925000	-16	minusE2
chrX	153145000	153365000	-16	minusE2
chrX	144405000	145305000	-16	minusE2
chrX	144085000	144215000	-16	minusE2
chrX	112525000	112905000	-16	minusE2
chrX	103695000	103845000	-16	minusE2
chrX	103195000	103435000	-16	minusE2
chrX	102495000	103445000	-16	minusE2
chrX	101445000	101555000	-16	minusE2
chrX	100625000	101125000	-16	minusE2
chrX	97435000	98685000	-16	minusE2
chrX	95025000	95175000	-16	minusE2
chrX	89985000	90045000	-16	minusE2
chrX	76685000	77725000	-16	minusE2
chrX	71055000	71215000	-16	minusE2
chrX	68845000	70325000	-16	minusE2
chrX	66655000	68315000	-16	minusE2
chrX	60015000	60405000	-16	minusE2
chrX	57925000	58375000	-16	minusE2
chrX	42155000	42245000	-16	minusE2
chrX	38195000	38435000	-16	minusE2
chrX	166435000	166655000	-15	minusE2
chrX	162155000	162455000	-15	minusE2
chrX	157735000	157945000	-15	minusE2
chrX	152925000	153155000	-15	minusE2
chrX	150505000	150955000	-15	minusE2
chrX	142375000	142805000	-15	minusE2
chrX	135655000	135755000	-15	minusE2
chrX	104195000	105005000	-15	minusE2
chrX	96895000	98625000	-15	minusE2
chrX	96305000	96365000	-15	minusE2
chrX	93315000	93465000	-15	minusE2
chrX	74455000	75095000	-15	minusE2
chrX	71055000	71305000	-15	minusE2
chrX	68955000	70325000	-15	minusE2
chrX	57435000	57675000	-15	minusE2
chrX	57425000	58485000	-15	minusE2
chrX	48685000	49305000	-15	minusE2
chrX	166175000	166415000	-14	minusE2
chrX	165665000	165765000	-14	minusE2
chrX	165005000	165175000	-14	minusE2
chrX	162315000	162405000	-14	minusE2
chrX	159125000	159235000	-14	minusE2
chrX	152915000	153365000	-14	minusE2
chrX	146785000	146845000	-14	minusE2
chrX	143745000	143925000	-14	minusE2
chrX	137675000	138165000	-14	minusE2
chrX	113175000	113295000	-14	minusE2
chrX	108835000	109015000	-14	minusE2
chrX	106795000	107175000	-14	minusE2
chrX	103485000	103935000	-14	minusE2
chrX	99815000	100395000	-14	minusE2
chrX	77665000	77755000	-14	minusE2
chrX	76685000	77645000	-14	minusE2
chrX	75135000	75385000	-14	minusE2
chrX	74455000	74885000	-14	minusE2
chrX	73345000	73445000	-14	minusE2
chrX	72025000	72815000	-14	minusE2
chrX	58515000	59165000	-14	minusE2
chrX	36635000	36815000	-14	minusE2
chrX	162945000	164065000	-13	minusE2
chrX	161965000	162275000	-13	minusE2
chrX	161515000	161725000	-13	minusE2
chrX	159775000	159965000	-13	minusE2
chrX	152925000	153705000	-13	minusE2
chrX	144405000	145395000	-13	minusE2
chrX	102065000	102475000	-13	minusE2
chrX	101295000	101425000	-13	minusE2
chrX	87605000	88115000	-13	minusE2
chrX	68945000	70165000	-13	minusE2
chrX	59195000	59575000	-13	minusE2
chrX	59175000	61045000	-13	minusE2
chrX	21065000	21355000	-13	minusE2
chrX	20025000	20585000	-13	minusE2
chrX	17575000	18165000	-13	minusE2
chrX	16935000	17095000	-13	minusE2
chrX	16895000	18245000	-13	minusE2
chrX	6925000	7155000	-13	minusE2
chrX	168675000	169305000	-12	minusE2
chrX	162955000	163555000	-12	minusE2
chrX	160195000	160545000	-12	minusE2
chrX	151345000	151515000	-12	minusE2
chrX	139445000	139535000	-12	minusE2
chrX	139425000	139615000	-12	minusE2
chrX	93065000	93555000	-12	minusE2
chrX	93065000	93465000	-12	minusE2
chrX	73435000	73655000	-12	minusE2
chrX	73065000	73415000	-12	minusE2
chrX	59175000	60465000	-12	minusE2
chrX	57435000	57895000	-12	minusE2
chrX	51055000	51385000	-12	minusE2
chrX	42865000	42955000	-12	minusE2
chrX	38085000	38435000	-12	minusE2
chrX	21385000	23295000	-12	minusE2
chrX	10715000	11085000	-12	minusE2
chrX	167295000	168665000	-11	minusE2
chrX	158255000	158615000	-11	minusE2
chrX	156635000	156745000	-11	minusE2
chrX	114315000	114555000	-11	minusE2
chrX	109395000	111055000	-11	minusE2
chrX	96905000	98685000	-11	minusE2
chrX	82825000	83735000	-11	minusE2
chrX	82615000	83785000	-11	minusE2
chrX	60015000	60465000	-11	minusE2
chrX	59185000	60405000	-11	minusE2
chrX	41415000	41585000	-11	minusE2
chrX	38505000	38775000	-11	minusE2
chrX	22855000	23295000	-11	minusE2
chrX	16895000	18165000	-11	minusE2
chrX	109735000	110835000	-10	minusE2
chrX	101815000	102065000	-10	minusE2
chrX	76685000	77515000	-10	minusE2
chrX	20965000	21345000	-10	minusE2
chrX	164545000	165315000	-9	minusE2
chrX	59575000	59995000	-9	minusE2
chrX	58645000	58815000	-9	minusE2
chrX	37195000	37905000	-8	minusE2
chrX	152255000	152345000	-19	minusE2
chrX	167115000	167195000	-19	minusE2
chrX	159785000	159875000	-19	minusE2
chrX	6255000	7155000	-20	minusE2
chrX	168935000	169085000	-19	minusE2
chrX	13285000	13465000	-20	minusE2
chrX	11685000	12075000	-20	minusE2
chrX	106795000	107435000	-20	minusE2
chrX	58625000	59165000	-20	minusE2
chrX	142825000	142965000	-20	minusE2
chrX	136625000	137015000	-20	minusE2
chrX	7475000	7635000	-21	minusE2
chrX	143525000	143665000	-20	minusE2
chrX	47995000	48385000	-21	minusE2
chrX	20435000	20495000	-21	minusE2
chrX	94865000	95015000	-21	minusE2
chrX	57925000	58495000	-21	minusE2
chrX	97435000	98615000	-21	minusE2
chrX	96905000	97435000	-21	minusE2
chrX	102955000	103115000	-21	minusE2
chrX	101565000	101655000	-21	minusE2
chrX	153385000	153505000	-21	minusE2
chrX	142685000	142805000	-21	minusE2
chrX	59195000	60025000	-22	minusE2
chrX	153395000	153705000	-21	minusE2
chrX	73795000	73925000	-22	minusE2
chrX	136625000	136825000	-22	minusE2
chrX	134615000	134725000	-22	minusE2
chrX	162165000	162275000	-22	minusE2
chrX	140495000	140605000	-22	minusE2
chrX	162505000	162775000	-22	minusE2
chrX	134605000	134915000	-25	minusE2
chrX	96005000	96875000	-25	minusE2
chrX	58625000	59135000	-25	minusE2
chrX	166525000	166575000	-24	minusE2
chrX	101595000	101675000	-24	minusE2
chrX	85675000	85875000	-24	minusE2
chrX	7955000	8005000	-24	minusE2
chrX	7745000	7795000	-24	minusE2
chrX	152055000	152155000	-23	minusE2
chrX	142825000	143445000	-23	minusE2
chrX	135825000	135945000	-23	minusE2
chrX	96145000	96875000	-23	minusE2
chrX	71495000	71555000	-23	minusE2
chrX	16895000	17215000	-23	minusE2
chrX	12935000	12995000	-23	minusE2
chrX	139375000	139835000	-25	minusE2
chrX	94435000	94545000	-26	minusE2
chrX	157735000	158925000	-25	minusE2
chrX	94125000	94175000	-27	minusE2
chrX	12765000	12835000	-28	minusE2
chrX	143795000	143865000	-27	minusE2
chrX	166665000	167235000	-33	minusE2
chrX	49345000	50505000	-53	minusE2
chrX	136745000	137015000	-36	minusE2
chrX	103495000	103565000	-34	minusE2
chrX	101545000	101595000	-33	minusE2
chrX	20665000	20795000	-33	minusE2
chrX	103285000	103365000	-32	minusE2
chr2	93655000	93785000	-22	minusE2
chr2	63965000	64065000	-29	minusE2
chr2	77355000	77705000	-35	minusE2
chr2	164415000	164565000	-41	minusE2
chr2	168115000	168205000	-49	minusE2
chr2	103565000	103745000	-59	minusE2
chr2	29195000	29245000	-45	minusE2
chr2	168765000	168925000	-22	minusE2
chr2	147375000	148045000	-22	minusE2
chr2	143115000	143975000	-22	minusE2
chr2	129505000	129675000	-22	minusE2
chr2	128625000	128835000	-22	minusE2
chr2	126765000	126995000	-22	minusE2
chr2	122175000	122275000	-22	minusE2
chr2	120385000	120925000	-22	minusE2
chr2	109905000	110985000	-22	minusE2
chr2	101705000	102455000	-22	minusE2
chr2	86865000	86935000	-22	minusE2
chr2	79315000	79455000	-22	minusE2
chr2	74065000	74575000	-22	minusE2
chr2	73315000	73525000	-22	minusE2
chr2	72245000	72505000	-22	minusE2
chr2	65805000	65935000	-22	minusE2
chr2	62495000	62625000	-22	minusE2
chr2	24625000	24735000	-22	minusE2
